Crash_ID,Damaged_Property
17340967,2 SECTIONS OF CHAIN LINK FENCE
17340993,STOP SIGN
17340994,FENCE
17341017,METAL FENCE
17341020,LIGHT POLE
17341021,"2015 FREEDOM TRAILER, TX LP 056507K"
17341046,BUILDING
17341071,UTILITY POLE AND TWO SIGNS
17341071,FENCE DAMAGE
17341085,LIGHT POST
17341105,30FT GUARDRAIL AND 18 WOOD STAKES $20K
17341126,TENSION CABLE POLE
17341132,VIA BUS STOP
17341133,CRUSHED BUSHES
17341145,FIRE HYDRANT
17341148,"4 T-POSTS, 40 FT WIRE FENCE"
17341176,SIGNAL POLE - MINOR SCRATCHES
17341192,MINOR
17341198,15 FT GAURDRAIL DAMAGE
17341204,BENT FENCE POST
17341212,PARKED TRAILER
17341228,STOP SIGN
17341267,YIELD SIGN
17341267,UTILITY POLES (2)
17341272,BARREL GUARD RAIL
17341276,TREE
17341283,CHAIN LINK FENCE X 2
17341289,GROUND POST DAMAGE
17341296,CONCRETE PAVEMENT AND CURB
17341297,GUARD RAIL
17341297,LIGHT POLE
17341299,WOODEN FENCE
17341299,ROD IRON FENCE
17341299,BRICK TOWNHOUSE (EXTERIOR AND INTERIOR)
17341314,GUARDRAILS
17341330,TELEPHONE/CABLE BOX
17341350,POWER LINE + POLE
17341355,WOOD AND CONCRETE POST
17341359,BLACK CRASH BARREL
17341368,ONE WAY STREET SIGN
17341368,LIGHT POLE
17341379,"""DO NOT ENTER"" SIGN"
17341383,30 FEET OF FENCE
17341388,LIGHT POLE #3962691
17341388,CONCRETE STORM STRUCTURE
17341393,LIGHT POLE
17341396,FENCE BELONGING TO 2551 S SH35
17341406,"GLASS ON GLASS FRONT DOOR BROKEN- $1,000"
17341412,PROTECTIVE POLE BARRIER
17341420,DAMAGE TO SIGNAL LIGHT #3957305
17341424,BUSHES
17341427,TREE
17341440,GUARDRAIL
17341441,LIGHT POLE
17341445,FENCE & LANDSCAPING
17341455,BLACK COW
17341465,LIGHT POLE
17341466,CITY LIGHT POLE #541145
17341497,WATER LINE
17341544,CENTER POINTE LIGHT POLE
17341584,GUARD RAIL DAMAGE
17341589,GUARDRAIL
17341599,METAL PIPES POSTS X 7
17341608,STOP SIGN
17341608,IH-45 SIGN
17341608,NO TRUCK SIGN
17341608,SOLAR TECH SILENT MESSENGER BOARD
17341611,MAILBOX
17341611,MAILBOX
17341615,15 STEEL POST TO CABLE SYSTEM
17341634,GUARDRAIL DAMAGE
17341635,ARROW SIGN
17341635,20 FEET GUARD RAIL DAMAGE
17341640,MAILBOX WAS STRUCK AND KNOCKED DOWN
17341642,GUARD RAIL DAMAGE
17341651,DUMPSTER
17341669,IRON GATE
17341672,DRIVE THRU COLUMN AND POLE
17341703,10 FT PAINT TRANSFER ON LEFT CONCRETE
17341714,"DESTRUCTION OF MAILBOX, FRONT YARD GRASS"
17341719,LIGHT POLE
17341731,TRAFFIC LIGHT
17341732,200 FEET OF BARB WIRE FENCE
17341735,LARGE STREET SIGN
17341737,RESTAURANT WALL DAMAGE
17341759,CONCRETE BARRIER
17341767,LIGHT POLE
17341818,BACK FENCE
17341834,DAMAGED BARRICADE BARRELS
17341845,DAMAGED WIRE FENCE
17341848,LIGHT POLE
17341862,IMPACT DAMAGE TO A CEDAR TREE
17341871,BROKEN EXTERIOR WINDOW
17341875,COW
17341903,1- ROAD SIGN
17341908,1
17341908,50 YARDS OF GUARDRAIL/CABLE DAMAGE
17341932,BARRIER CABLE SYSTEM
17341935,CONCRETE BLOCK RETAINING WALL
17341943,DAMAGED POLE IN FRONT YARD
17341944,CHAIN LNK FENCE
17341953,LIGHT POLE
17341962,PROPERTY LINE FENCE
17341972,"METAL FENCE, T-POSTS"
17341977,6 FEET OF METAL GUARD RAILING
17341979,FENCE
17341995,LIGHT POLE
17342008,GATE AT STAY EXPRESS HOTEL
17342010,SPRINKLER SYSTEM HOSE
17342010,TREE
17342048,KNOCKED OVER LIGHT POLE
17342051,SHOOL ZONE SIGN
17342054,DAMAGE TO BOX ON TOP OF POLE
17342056,GUARDRAIL
17342069,CABLE BARRIER
17342079,STOP SIGN
17342099,YELLOW AND BLACK SIGN
17342100,STRUCK CABLE MEDIAN
17342151,CONCRETE BARRIER
17342186,MAILBOX KNOCKED DOWN
17342196,TRAFFIC SIGNAL LIGHT POLE
17342197,BARBED WIRE FENCE
17342197,GUARD RAIL
17342204,CULVERT
17342209,FRONT RIGHT QUARTER
17342209,FRONT LEFT QUARTER
17342232,2 TREES
17342239,STREET SIGN
17342245,1 BLACK COW
17342249,FENCE LINE
17342251,NO PARKING SIGN
17342279,FENCE
17342314,CITY CONSTRUCTION SIGNS
17342346,AUTOMATIC MOTORIZED ENTRY GATE
17342349,CINDER BLOCK FENCE
17342349,CHAIN LINK FENCE AT EMPTY LOT
17342392,GUARD RAIL
17342431,GATE/BARBED WIRE/PANEL FENCE
17342442,SIGN ON SIDEWALK
17342445,WOODEN LIGHT POST
17342446,STOP SIGN
17342493,POWER POLE
17342497,CHAIN LINK FENCE AND GATE
17342516,BARBED WIRE FENCE
17342522,LIGHT POLE AND SIGNAL LIGHT
17342533,STREET SIGNS
17342533,STREET SIGNS
17342571,DAMAGED STREET SIGNS AND A FIRE HYDRANT
17342575,LIGHT POLE
17342581,APPROX 40FT GUARDRAIL
17342581,METAL LIGHT POLE
17342582,VEHICLE BARRIER
17342588,STONE NAME MONUMENT
17342596,FENCE
17342604,STREET SIGN
17342604,TELEPHONE BOX
17342613,ELECTRIC POKE
17342615,BARBWIRE & PIPE FENCE
17342619,LIGHT POLE
17342625,GUARDRAIL
17342641,BARBED WIRE FANCE
17342648,METAL SIGN POLE
17342671,STOP SIGN
17342689,LANDSCAPING
17342689,BACKYARD FENCE
17342689,SPRINKLER SYSTEM
17342689,LAWN DECOR
17342697,TREE
17342702,CABLE BARRIER
17342714,WIRE FENCE
17342750,SCHOOL ZONE SIGN
17342759,GATE AND FENCE
17342761,LUMINAR LIGHT POLE
17342768,DAMAGED GUARDRAIL
17342772,DAMAGED SIGN POLE AND CONCRETE CULVERT
17342776,GRASS
17342776,BRICK MAIL BOX
17342777,UTILITY GROUND WIRING BOX
17342777,FENCE
17342779,DAMAGED FENCE
17342779,DAMAGED GUARDRAIL
17342780,BUILDING/ AND METAL PIPE
17342792,STREET SIGN
17342802,HORSE
17342813,CHAIN LINK FENCE
17342813,UTILITY POLE
17342813,NO PARKING SIGN
17342821,FENCE
17342835,"BARBED WIRE FENCE, 2 WOODEN FENCE POSTS"
17342859,FENCE
17342859,WIRE TO A CITY POLE
17342859,FENCE
17342880,FENCE AND GATE
17342885,CURB ON THE  DRIVEWAY TO LONGHORN LIQUOR
17342962,75 FEET OF FENCE
17342966,WOOD SIDING TO THE BUILDING
17342967,IMPACT BARREL
17343000,SPEED LIMIT SIGN DESTROYED
17343044,APPROX 60 FEET OF FENCE
17343049,TXDOT GUARDRAIL DAMAGE
17343063,5 FT. OF GUARDRAIL
17343104,CURB
17343130,FIRE HYDRANT
17343147,APPXIMATELY 50 FT OF FENCE TORN DOWN
17343148,FENCE
17343151,6 CABLE POST
17343188,STREET SIGN OF TURNING LANES
17343250,"FENCE, WALL, CONCRETE STEPS"
17343256,BLACK COW
17343279,POLE 314426
17343287,FENCE
17343310,NO LEFT TURN SIGN POST
17343317,ELECTRONIC GATE
17343319,SIDE WALK
17343319,FIRE HYDRANT 673079
17343340,UTILITY POLE
17343412,WARNING SIGN ON CURVE
17343412,BARBED WIRE FENCE
17343431,CRASH BARRELS
17343438,GUARDRAIL DAMAGE (20FT)
17343445,LYRIC TOWER
17343458,STREET SIGN
17343458,FIRE HYDRANT
17343458,GUARD RAIL
17343462,HOUSE DAMAGED
17343471,CONCRETE CURBS
17343484,CITY OF HOUSTON POLE N/E CORNER
17343488,GUARD RAIL
17343513,POWER LINE POLE STRUCK AND CUT IN HALF.
17343536,TELEPHONE POLE
17343555,GUARDRAIL DAMAGE
17343570,BARBED WIRE FENCE AND PIPE ENTRANCE
17343574,GUARD RAIL
17343595,CAFE EAST SIGN
17343603,DAMAGED BUSHES
17343610,METAL FENCE POST AND WIRE
17343617,"75FT-100FT WIRE FENCE, 10-15 WOOD POSTS"
17343626,OVERPASS PILLAR
17343636,DAMAGED YELLOW BARRELS
17343644,LIGHT POLE
17343677,DAMAGED STONE MAILBOX
17343689,6 FEET OF BARBED WIRE FENCE LINE
17343710,CITY SIGN
17343711,CABLE BARRIER
17343714,WATER WELL HOUSE AND PUMP
17343735,TELEPHONE POLE
17343743,MAILBOX DAMAGED
17343756,GUARDRAIL DAMAGE
17343759,MINOR CHAIN LINK FENCE DAMAGE
17343764,GUARD RAILING
17343772,LIGHT POLE
17343783,ROD IRON FENCE 10'
17343783,ENTERGY ELECTRIC
17343790,METAL HANDRAIL
17343798,MARQUE SIGN
17343803,HIGHWAY SIGN
17343811,REAR WINDSHIELD BROKE
17343811,RESIDENCE STRUCTUAL DAMAGE
17343811,MAILBOX
17343823,METAL STREET LIGHT POLE
17343823,FIRE HYDRANT
17343831,STREET POLE DAMAGED $2500.00 ESTIMATE
17343839,GUARDRAIL DAMAGE $500
17343844,CONCRETE MEDIAN
17343875,FENCE
17343879,STOP SIGN
17343895,CONCRETE BARRIER
17343902,DAMAGED GUARD RAIL
17343919,HIGH FENCE AND POSTS
17343919,FENCE & POSTS
17343936,TREE
17343940,STEEL POLE  FENCE
17343943,CONCRETE CENTER BARRIER
17343945,CENTER TURN SIGNAL POLE
17343947,STOP SIGN
17343948,FENCE
17343948,PATIO SET
17343971,EXTENSIVE GUARD RAIL DAMAGE
17343976,IH-30 WEST SIGN
17343983,LP&L UTILITY POLE
17343986,WATER SPRINKLER METER
17343987,BRICK MAILBOX
17343995,GUARDRAIL
17343998,"TWO SIGNS, TXDOT NOTIFIED"
17344008,TURF AND TREE LINE
17344010,TREES
17344019,60 FT BARBED WIRE FENCE
17344031,50 FEET OF BARBED WIRE FENCE
17344048,TXDOT CRUSH BARRIER
17344053,SMALL TREE
17344060,AEP UTILITY LINE
17344066,DAMAGED TREE
17344071,HIGHWAY SIGN
17344073,ROADWAY SIGN
17344080,HORSE
17344107,FIRE STATION BUILDING
17344107,250 GALLON TOTE NOVA COOL FOAM
17344107,STEAM COOKERS
17344133,POLE
17344160,ELECTRICAL LIGHT POLE
17344168,BARBED WIRE FENCE
17344185,TREE/ NO VISIBLE DAMAGE
17344207,GAS METER
17344234,DAMAGED GAS METER W/ GAS LEAK
17344250,FENCE
17344250,MAILBOX
17344254,TXDOT SIGN
17344274,GUARDRAIL AND CEMENT SUPPORT PILLAR
17344280,AT&T TELEPHONE BOX
17344294,FENCE
17344302,BUS STOP BENCH
17344317,FOUR CONTER CABLE BARRIER SUPPORT POSTS
17344345,GUARDRAIL
17344352,METAL FENCE
17344366,ROD IRON GATE AND FENCE
17344374,"FOUR STRAND BARBED WIRE FENCE, TWO POSTS"
17344429,LIGHTPOST
17344434,RAILROAD CROSSING ARM # 023980B
17344442,PAVED ROAD
17344506,SCUFFS & SCRAPES TO JERSEY BAR
17344516,DELINEATOR POST
17344516,MAILBOX
17344557,GUARDRAIL
17344560,POWER POLE DAMAGE
17344566,2 ROADWAY SIGNS
17344581,CONSTRUCTION DITCH
17344585,PROPERTY FENCE
17344587,CONCRETE CURB
17344587,GRASS
17344588,BARBED WIRE FENCE
17344596,CABLE GUARD RAIL
17344604,METAL GATE
17344615,BACKYARD FENCE
17344634,MAILBOX AND TREE STRUCK BY VEHICLE
17344644,MAILBOX
17344652,PIPE FENCE
17344659,LIGHT POLE
17344665,STREET SIGN
17344683,MAILBOX
17344688,GUARDRAIL EXTRUDER TERMINAL DAMAGED
17344694,ENERGY DISSIPATER
17344697,STOP SIGN
17344708,MINOR CHIPS TO TELEPHONE POLE
17344717,WOODEN UTILITY POLE
17344719,CABLE BARRIER
17344733,POWER POLE 72730
17344739,GUARD RAIL
17344742,CRASH CUSHION BARRIER
17344747,CABLE POLE
17344748,IRON FENCE
17344753,CENTER MEDIAN LIGHT POLE
17344780,STREET SIGN (DANILEDALE RD/ BALOMEDE AVE
17344780,BROKEN UTILITY POLE/ POWER LINES
17344786,YIELD SIGN
17344787,FREEWAY BARRIER
17344790,CONCRETE WALL SURROUNDING DUMPSTER
17344795,METAL FENCE AND GATE
17344796,WATER METER
17344823,ROAD BARRICADE
17344849,FIRE HYDRANT
17344849,STOP SIGN
17344856,STOP SIGN
17344864,"PAINT DAMAGE, DOWNED ""ONE WAY"" SIGN"
17344874,15 FT GUARDRAIL DAMAGE
17344876,BARBED WIRE FENCE
17344877,CRASH BARRIER
17344882,CEMENT WALL
17344889,CENTERPOINT ELECTRICAL POLE
17344890,DAMAGED ROCK WALL
17344890,DAMAGED STOVE
17344899,POWER POLE & GUIDE CABLE
17344902,FENCE
17344919,"DAMAGED FENCE, POSSIBLY UTILITY BOX"
17344937,BRICK MAILBOX
17344969,DAMAGED CULVERT
17344969,"DAMAGED MAILBOX, DAMAGED TREE"
17344989,FIRE HYDRANT AND LIGHT POLE
17344997,IMPACT DAMAGE TO SIDE OF METAL BUILDING
17345010,POWER POLE 2S 23 650
17345010,STREET SIGN
17345015,KNOCKED OVER THREE TREES
17345031,UPROOTED TREES/VEGETATION
17345032,BARBED WIRE FENCE
17345050,CENTER MEDIAN CABLE BARRIER
17345071,BARBED WIRE FENCE
17345087,GUARD RAIL
17345088,PASTURE FENCE
17345092,CALBE CORDS
17345092,POLE AND CABLE CORDS
17345120,ELECTRIC POLE
17345150,APARTMENT WALL FACING WEST
17345155,SIGNAL LIGHT TRANSFORMER BOX
17345191,ROADSIDE SIGN
17345194,MAILBOX
17345215,POLE ON SOUTH SIDE OF SCOTT ST ON RIGHT
17345245,DAMAGE TO WIRES AND FENCE POLES
17345250,GUARDRAIL
17345267,TWO ROAD SIGNS AND MOUNTING  POLES
17345294,"YELLOW TEMP BARRIER, CAVED IN"
17345307,1 TRAFFIC POLE W/3 SIGNS; 20' GUARDRAIL
17345310,FENCE
17345318,ELECTRIC POLE WITH MINOR DAMAGE
17345352,UTILITY POLE
17345359,ELECTRIC POLE WITH DAMAGE FROM BEING HIT
17345370,CONCRETE WALL
17345374,MAILBOXES
17345406,LANDSCAPE
17345406,WALL
17345406,HANDICAPP RAMP
17345410,GAS METER / PLUMBING
17345421,FENCE
17345422,ELECTRICAL POLE #5933
17345438,GAS METER
17345444,UTILITY POLE
17345447,MAILBOX TO 3947 W FM 4
17345449,MAIL DROP BOX
17345449,AIR CONDITIONING UNIT
17345449,AEP UTILITY POLE / 2 TRANSFORMERS
17345478,BARB WIRE FENCE
17345490,GAURDRAIL
17345514,CABLE LINE
17345515,STOP SIGN
17345577,MAILBOX AT 103 COLFAX DESTROYED
17345587,CABLE BARRIER
17345595,GUARD RAIL
17345607,FENCE
17345607,FENCE
17345612,CHURCH SIGN
17345621,UTILITY POLE
17345662,POLE LIGHT - # 577362
17345753,AT&T UTILITY POLE AND CABLE
17345775,LOW BIRTHWEIGHT ANGUS BULL
17345789,SPEED LIMIT SIGN (40 MPH)
17345791,GUARDRAIL
17345792,SCRATCHES ON CONCRETE WALL ON OVERPASS.
17345824,ELECTRIC POLE WITH STREET LIGHT
17345829,COW
17345841,UTILITY POLE
17345847,STREET SIGN (DO NOT ENTER)
17345850,FIRE HYDRANT
17345864,GUARDRAIL
17345917,CONCRETE EMBANKMENT
17345918,FREEWAY BARRIER
17345924,CURB
17345925,LIGHT POLE #475935
17345926,FENCE
17345935,CITY LIGHT POLE
17345946,STOP SIGN
17345952,"FRONT YARD, GRASS DAMAGE."
17345953,RESIDENTIAL BUILDING
17345996,OUTSIDE WALL OF BUILDING
17346000,ROCK WALL
17346001,FRONT HOUSE CHAIN LINK FENCE
17346052,"FENCE, LANDSCAPE, OTHER PERS ITEMS"
17346053,GUARD RAIL
17346063,24 FEET OF WIRED FENCING
17346074,30 FT OF 8 FT WIRE FENCING TORN DOWN
17346076,TREE (SMALL)
17346077,SIDE OF LAUNDRY BUILDING/DOOR DAMAGED
17346082,CONSTRUCTION BARRIER
17346087,ON RAMP LIGHT POLE KNOCKED OVER
17346091,80 FT GUARD RAIL
17346093,GUARD RAIIL
17346113,MAILBOX
17346113,MAILBOX
17346113,CHAIN LINK FENCE
17346113,PRIVATE UTILITY LIGHT POLE
17346113,METAL CARPORT
17346116,PUBLIC WORKS POLE. NO POLE NUMBER
17346126,100' OF GUARDRAIL
17346138,TREE AND LANDSCAPING AROUND BASE
17346138,UTILITY POLE
17346140,MAILBOX
17346143,UTILITY POLE HIT BY UNIT 1
17346147,MINOR DAMAGE TO THE CENTER MEDIAN AREA
17346149,FENCE
17346154,MAIL BOX
17346157,FENCE
17346162,UTILITY POLE
17346165,"POWER POLE, AND UTILITY LINES"
17346166,1-UTILITY POLE
17346174,BROKEN ONE WAY SIGN.
17346184,CORNER OF BRICK HOUSE AT 718 JONES
17346239,50 FT BARBWIRE FENCE
17346249,CONCRETE BARRICADE
17346255,LIGHT POLE
17346259,"EL PASO ELECTRIC POLE DAMAGE ""12 INCHES"""
17346269,CEMENT POST AND LANDSCAPING
17346303,STREET LIGHT KNOCKED DOWN
17346337,ATTENUATOR
17346342,ONE (1) STREET MOUNTED  MAILBOX
17346357,CONCRETE WALL
17346359,ROAD SIGN
17346376,GUARDRAIL
17346376,CENTER CABLE DIVIDER AND 2 POSTS
17346395,DAMAGED GUARDRAIL ON EAST BOUND I-30
17346396,YIELD SIGN
17346396,50-60 FEET GUARD WIRE DAMAGE
17346416,SIGNAL CONTROL BOX
17346447,RUBBER MEDIAN PROTECTORS
17346454,EXTERIOR WALL
17346458,CHAIN LINK FENCE
17346474,FIRE HYDRANT
17346475,GUARD RAIL
17346512,HAMMON RD OVERPASS
