Crash_ID,Damaged_Property
17053843,HAZARD MARKER/DRIVEN OVER
17053885,CONCRETE WALL/DIVIDER
17053912,UTILITY POLE
17053914,4 - CABLE BARRIER UPRIGHTS DAMAGED
17053919,AEP POLE $5000
17053919,"FRONTIER FIBER OPTIC LINE $40,000"
17053936,FARM FENCE
17053956,FENCE
17053961,DAMAGE TO WOODEN UTILITY POLE
17053968,WOODEN FENCE
17053980,NO LEFT TURN STREET SIGN
17053988,A&A STORAGE BUILDINGS STRUCK AND DAMAGED
17053990,SPEED LIMIT SIGN
17053993,MAILBOX AND DUMPSTER
17053995,STOP SIGN
17053999,MAILBOX
17053999,MAILBOX
17054004,PEDESTRIAN CROSSING SIGN BENT $500
17054004,PARK BENCH $1000
17054010,BARBED WIRE FENCE
17054010,UTILITY POLE
17054013,NONE
17054016,WIRE BARRIER STRUCK AND DAMAGED.
17054018,COW
17054044,FENCE
17054055,1100 FEET OF CHAIN LINK FENCE
17054058,GUARDRAIL DAMAGE
17054069,FENCE
17054092,DESTROYED CONCRETE STEPS
17054093,ELECTRIC POLE
17054095,FIRE HYDRANT
17054097,PROPERTY FENCE
17054098,LIGHT POLE
17054104,"DOWNED SIGN/ ""RIGHT LANE ENDS"""
17054111,MAILBOX DAMAGE
17054111,FENCE DAMAGE
17054113,GUARD RAIL
17054126,DESTROYED CRASH BARRIER
17054128,MAIL BOXES AND BUILDING
17054132,DRIVEWAY CONCRETE DAMAGE
17054133,SIGN
17054135,WOODEN PRIVACY FENCE
17054144,REST AREA SIGN
17054159,GAURD RAIL
17054169,STREET SIGN
17054169,LANDSCAPING
17054173,CONCRETE MEDIAN
17054175,BUILDING DAMAGE
17054178,FENCE & TREE
17054180,FENCE
17054180,PHONE BOX T973
17054188,UTILITY POLE GUIDE WIRE
17054206,CONCRETE FENCE
17054206,ELECTRIC POLE
17054208,FENCE
17054214,GUARD RAIL
17054215,PRODUCT DISPLAY
17054240,LARGE STREET SIGN
17054249,VEHICLE CRACKED WOODEN POWER LINE POLE
17054251,GUARD RAIL
17054256,BLK WROUGHT IRON
17054268,TURN SIGNAL(WB WESTERN TO SB BEACH)
17054299,BUILDING
17054304,BUILDING WALLS
17054305,CONSTRUCTION CONES
17054309,TREE
17054314,CENTER CABLE BARRIER
17054325,24 CENTER MEDAIN CABLE POSTS
17054381,200 FT CHAIN LINK FENCE
17054390,STEEL BLUE POLE
17054400,CONCRETE WALL
17054405,PORTABLE METAL SIGN MARQUITA
17054407,APPROX 40 FT OF GUARDRAIL
17054413,TEMP CONSTRUCTION BARRIER
17054438,DAMAGED FENCE ESTIMATED $600 TO FIX
17054445,TERRELL SIGN POST
17054452,FENCE AND BUILDING
17054453,FENCE
17054478,CHAIN LINK FENCE
17054483,CONCRETE RETAINING WALL
17054498,CONCRETE WALL
17054511,METAL GUARD RAIL
17054543,FIRE HYDRANT #6022772
17054554,CONSTRUCTION BARRICADES
17054563,LANDSCAPING BRICKS
17054563,TREE AND GRASS
17054569,APPROXIMATELY 100 FEET OF CHAIN FENCE
17054569,WOODEN UTILITY POLE - SNAPPED IN HALF
17054575,GUARDRAIL DAMAGE
17054576,HANDICAP SIGN DAMAGED. ESTIMATE $250
17054583,"TRAFFIC SIGNAL POLE, PAINT TRANSFER"
17054584,16 FT RANCH GATE AND POSTS/ WIRE DAMAGE
17054619,SIGNAL LIGHT POLE
17054622,"MAIL BOX, DRIVEWAY, CULVERT LANDSCAPING"
17054625,CABLE BARRIER SYSTEM
17054632,FENCE
17054632,GUARDRAIL
17054646,BRICK MAILBOX
17054647,GUARD RAIL
17054649,TXDOT SIGN
17054651,DAMAGE TO EAST SIDE WALL NEAR ENTRANCE
17054658,TREE IN MEDIAN DAMAGED
17054662,FRONT END FENDER DAMAGE.
17054662,ALL OF THE RIGHT SIDE FRONT/BACK.
17054684,CONCRETE BARRIER (STRIKE)
17054698,GUARD RAIL
17054706,RED LIGHT CAMERA
17054710,FENCE LINE
17054712,BROWN HORSE
17054717,BARB WIRE AND T POSTS
17054717,LIGHT POLE
17054729,CONCRETE PILLAR
17054739,CEMENT BARRIER AND LANDSCAPE
17054752,GUARDRAIL
17054761,40 FEET OF GUARD RAIL AND POST
17054798,CABLE BARRIER
17054799,GUARDRAIL
17054825,FIRE HYDRANT
17054834,GUARD RAIL
17054862,TX DOT BIKE LANE SIGN DAMAGED
17054865,SIGNAL LIGHT METAL POLE
17054866,PROPANE CAGE
17054879,TAN HORSE
17054885,MULTIPLE GOUGE MARKS ON THE HIGHWAY
17054887,STOP SIGN
17054888,BRICK MAILBOX
17054891,REAL ESTATE PROPERTY SIGN
17054891,50 FT. FENCE/POSTS
17054892,STOP SIGN
17054899,ELECTRIC POLE
17054902,GUARDRAIL
17054907,BARBED WIRE FENCE
17054913,FIRE HYDRANT
17054923,LIGHT POLE HIT BY UNIT 1 AND DAMAGED
17054951,GAS PIPE
17054951,FENCE
17054952,MAILBOX
17054954,UTILITY POLE CUT IN HALF
17054979,LIGHT POLE #621342
17055004,GUARD RAIL
17055004,STOP SIGN
17055004,TURN SIGN
17055017,CHAIN LINKED FENCE
17055041,FUEL LINE
17055041,FENCE SECTION
17055045,PIPE FENCING AND WATER VALVE
17055053,STEEL DRIVEWAY FENCE
17055053,SPRINKLER WATER LINE
17055055,FENCE
17055068,POLE
17055068,FENCE
17055077,GAURD CABLES
17055090,CABLE  BARRIER
17055093,EXIT RAMP SIGN TO WESTBOUND 175
17055109,STOP/STREET SIGN AT EIGHTH & WASHINGTON
17055113,FENCE DAMAGE
17055132,POWER LINE POLE
17055134,CABLE BARRIER SYSTEM
17055148,STOP SIGN/ STREET SIGNS
17055148,ATMOS ENGERY TEST SITE
17055178,PRIVATE PROPERTY FENCE
17055204,DAMAGE TO THE EXTERIOR OF THE BUILDING
17055205,VEHICLE CRASHED INTO GATE-$500
17055207,CONCRETE PYLON AND FRONT WALL/WINDOW
17055208,GUARDRAIL
17055226,HOME-MADE FENCE
17055227,LIGHT POLE
17055253,DAMAGE TO FLOWER BED
17055253,DAMAGE TO SPRINKER
17055264,HOUSE
17055271,FENCE
17055341,BARBED WIRE FENCE-APPROX 100 FEET
17055361,BRICK PILLAR
17055361,POLE
17055367,POLE
17055369,DAMAGED FRONT GLASS
17055375,JERSEY BARRIER
17055411,APPX 20 FEET GUARDRAIL
17055416,METAL UTILITY BOX
17055432,CONCRETE STREET LIGHT.
17055450,LIGHT POLE
17055456,BRICK MAILBOX
17055473,TRASH CONTAINER
17055476,100 FEET OF GUARD RAIL
17055477,GUARDRAIL
17055478,CONCRETE WALL
17055481,METAL FENCE
17055499,METAL FENCE CONNECTED TO CONCRETE BARRIE
17055500,LIGHT POLE
17055503,POWER POLE AND POWER LINE
17055503,DECORATIVE STREET LAMP
17055507,2006 TRITON BOAT HULL: TJZX9280A606
17055507,TRAILER
17055520,IMPACT ATTENUATOR
17055533,LIGHT POLE
17055538,STREET SIGN
17055538,FIRE HYDRANT #7452806
17055538,LIGHT POLE X2
17055551,CROSS WALK SIGNAL
17055552,DAMAGED STREET SIGN
17055552,3X 10 FT TREES DAMAGED
17055562,BARRIER ROCK WALL
17055565,CHAINLINK FENCE
17055565,IRON POLE BARRIER
17055567,RAIL GUARD AND POSTS
17055567,SIGN
17055583,TREE/LANDSCAPING
17055583,VERIZON CABLE POLE
17055589,UTILITY POLE
17055590,ELECTRICAL LINE
17055603,BLACK METAL MAILBOX
17055607,AWNING POLE
17055607,TRASH CAN
17055610,CPS TELEPHONE POLE
17055616,FENCE LINE WAS TAKEN DOWN
17055617,GAS PUMPS
17055619,FRONT YARD DAMAGE
17055625,GUARDRAILS
17055650,MEDIAN LANDSCAPE
17055662,GUARD RAIL DAMAGE ON EAST BOUND SIDE
17055666,ROAD SIGN (CENTER MEIDAN ON WEST SIDE)
17055677,CHAIN LINK FENCE DAMAGED
17055679,TXDOT EXIT SIGN (RIGHT METAL POST)
17055682,LIGHT POLE
17055688,STREET LIGHT DESTROYED
17055691,GUARD RAIL
17055700,3 YELLOW SAND BARRELS
17055706,METAL GUARD RAIL WITH WOODEN POST
17055719,30' GUARD RAIL
17055721,MAIL BOX
17055721,TELEPHONE BOX
17055725,TREE
17055725,MAILBOX
17055742,THREE FENCE POSTS AND BARBED WIRE
17055757,100 FT CENTER CABLE SYSTEM
17055759,STOP SIGN AND DELINEATOR POSTS
17055768,FENCE
17055777,TOWN HOME COMMUNITY MAIL BOX
17055777,TOWN HOME COMMUNITY METAL FENCE
17055780,LIGHT POLE
17055800,SCUFFS/SCRAPES LEFT WALL
17055816,LANDSCAPING
17055816,VEHICLE STRUCK BUILDING
17055821,STOP SIGN / STREET SIGN
17055835,GALVANIZED GATE POST
17055843,DAMAGED POLE
17055845,POLE
17055845,CABLE
17055845,FIRE HYDRANT
17055858,BRICK MAILBOX
17055862,METAL POLE
17055867,STREET LIGHT
17055878,TOMBSTONES / FENCE
17055888,WIRE FENCE
17055889,75 FEET OF FENCE
17055893,YELLOW ARROW  TURN SIGN
17055899,COMBINATION STOP SIGN AND STREET NAME
17055902,$100 DAMAGE TO VEGETATION
17055908,2 POLES ON PROPERTY
17055940,SHEARED TELEPHONE POLE
17055950,HIGHWAY GUARD RAIL
17055960,TRAFFICE LIGHT POWER BOX COMPLET DAMAGED
17055970,TELEPHONE/POWER POLE #3194-902-6498
17055986,CONCRETE BARRIER
17055988,FRONT YARD FENCE
17055997,GARAGE GATE
17056010,CONCRETE CULVERT
17056010,"ROAD SIGN - ""OBEY ALL WARNING SIGNS"""
17056023,CONCRETE BARRIER
17056025,LIGHT POLE
17056041,STREET LIGHT
17056060,WIRE FENCE
17056068,WHITE METAL PIPE FENCE
17056072,METAL FENCE
17056080,SIGN
17056081,ROOF AND FRONT WINDSHIELD DAMAGE
17056092,LIGHT POLE
17056098,DECORATIVE ROCK
17056107,DOG
17056113,IRRIGATION SYSTEM
17056124,BIKE
17056129,ROAD SIGN
17056130,GUARDRAIL DAMAGE
17056148,CRASH ATTENUATORS - $1400
17056162,WOODEN FENCE
17056175,KNOCKED OVER STOP SIGN AT INTERSECTION
17056177,ROAD SIGN
17056179,DESTROYED POSTS AND CABLES
17056249,MEDIAN FENCE LINE AND POSTS
17056249,SPEED LIMIT SIGN
17056257,GAS PUMP
17056258,BOAT (BEING HAULED BY UNIT 2)
17056276,GUARDRAIL
17056276,CENTER MEDIAN CABLE
17056278,LARGE BLACK COW
17056289,CONCRETE FENCE
17056294,POLE
17056295,FENCE
17056302,GUARDRAIL
17056308,CABLE BARRIER SYSTEM
17056312,GAS METER
17056313,YELLOW CONCRETE POLE
17056313,METAL ONE-WAY SIGN
17056317,RETAINING WALL AND CULVERT
17056319,TXDOT COUNTY ROAD SIGN (CR 328)
17056323,WIRE FENCE
17056335,BRICK WALL & ONE WAY METAL POLE
17056341,MAILBOX
17056362,INTERSECTION STREET/STOP SIGN
17056368,ATMOS GAS METER
17056370,CHAIN-LINK/BARBED WIRE & ELECTRIC FENCE
17056389,STRUCK LIGHT POLE
17056389,STRUCK MEDIAN CABLES
17056391,BUILDING DAMAGE
17056392,FENCE
17056399,WALL AND SLIDING GLASS DOOR TO APARTMENT
17056406,CHAIN LINK FENCE
17056429,"3- SPRINCKLER HEADS, SHRUBS, AND TREES"
17056432,POLE NUMBER 313753
17056452,FENCE
17056478,"ONE WAY STREET SIGN, WAS KNOCKED DOWN"
17056480,FIRE HYDRANT / STREET SIGN
17056480,MAIL BOX (BRICK)
17056483,ELECTRIC METER RIPPED FROM HOUSE
17056483,UTILITY POLE WILL HAVE TO BE RESET
17056485,TREES/LANDSCAPE
17056498,SOUTH EXTERIOR WALL
17056508,ROADSIGN
17056517,LIGHT POLE
17056538,MCDONALDS LANDSCAPING
17056542,LIGHT POLE WAS KNOCKED DOWN
17056548,MAILBOX / BRICK LANDSCAPING
17056548,LARGE METAL/WOOD GUARDRAIL
17056561,TREES/FLOWER BEDS
17056569,FENCE
17056576,PARK TREE
17056576,DRAINAGE DITCH GUARD RAIL
17056577,PIPE FENCE
17056581,LIGHT POLE
17056583,SMALL SIGNS
17056601,WOODEN ELECTRICAL POLE
17056602,LIGHT POLE
17056619,WIRE FENCE - BARBED WIRE - NET
17056636,TXDOT GUARD RAILS
17056641,CINDERCLOCK PILLAR
17056650,CENTER MEDIAN CABLE BARRIER
17056651,BRICK PERIMETER FENCE W/ WROUGHT IRON
17056677,STONE FENCE
17056685,FIRST CHURCH OF THE NAZARINE-WEST SIDE
17056703,NO PARKING SIGN W/POLE
17056709,BRIDGE PILLAR
17056713,POWER POLE
17056716,TRAFFIC/STREET SIGN
17056722,DAMAGED BUSHES/PLANTS
17056728,ONCOR LIGHT POLE ON 1502 BEACH ST
17056730,CONCRETE CENTER MEDIAN
17056734,ROAD
17056740,SPEED LIMIT SIGN
17056740,METAL FENCE AND POLES
17056741,RETAINING WALL
17056764,LARGE TREE IN MEDIAN
17056769,GAS PUMP
17056773,FENCE
17056776,WALL EXTENSION OF HOUSE
17056779,LIGHT POLE
17056789,PEDESTRIAN TRAFFIC CONTROL DEVICE
17056789,DO NOT ENTER SIGN
17056796,METAL BUILDING MATERIAL
17056796,FENCE
17056835,LANDSCAPING BRICK
17056846,GUARD RAIL
17056848,UTILITY POLE
17056860,RETAINING WALL
17056862,LIGHT SIGN
17056865,DAMAGE TO CORNER OF BUILDING AND WALL
17056865,"DAMAGE TO POLE,  ELECTRIC CABLES."
17056884,CONSTRUCTION SIGN
17056911,LIGHT POLE
17056926,SUPPORT WIRE IN NE CORNER OF INTERSECT.
17056926,ELECTRIC BOX COVER - SILVER METAL
17056940,POLE WITH ONE WAY SIGN
17056946,GUARD RAIL FOR EXIT RAMP
17056952,GUARDRAIL DAMAGED
17056954,GUARDRAIL AND 5-10 POSTS
17056956,CONCRETE BUILDING MATERIALS
17056964,TELEPHONE WIRES
17056967,SHRUBBERY RUN OVER & BRICK WALL DAMAGED
17056969,TELEPHONE UTILITY POLE
17056981,BLUEBONNET ELECTRIC POWER POLE #075593
17056986,WIRE FENCE
17056994,FENCE
17056994,STOP SIGN
17057014,SAFETY CABLE BARRIER
17057020,GUARDRAIL DAMAGE
17057025,BRICK MAILBOX
17057029,METAL CENTER MEDIAN GUARDRAIL
17057031,POWER POLE
17057050,NO PARKING SIGN
17057052,BUSHES IN THE FRONT OF BUILDING DAMAGED
17057076,NORTH SIDE OF BUILDING
17057077,CONCRETE CULVERT
17057088,GUARDRAIL
17057093,GUARD RAIL DAMAGE AND METAL POLE
17057094,FENCE
17057098,MAILBOX
17057102,LANDSCAPING
17057102,UTILITY POLE
17057123,GOLF CART WARNING SIGN
17057124,BLUE DRIVE SAFELY SIGN KNOCKED OVER
17057133,CONCRETE TYPE C SEWER DRAIN DAMAGED
17057136,911 ADDRESS SIGN
17057136,NO MOW AREA SIGN
17057149,CRASH CUSHION
17057172,MAILBOX
17057172,"MAILBOX, DECORATIVE"
17057200,CENTER POINT TELEPHONE POLE 3586648
17057233,BARBED WIRE FENCE
17057233,POWERLINE POLE / WIRES
17057258,DAMAGED CURB AND TREES
17057259,32 FEET METAL FENCE
17057259,FIRE HYDRANT DAMAGED
17057269,FENCE
17057276,"CEMENT WALL, TREE, GRASS ,PLANTS"
17057286,APPROX 15 YARDS OF BARBED WIRE FENCE
17057292,METAL POLE AND 3 SIGNS
17057296,ELECTRIC POLE
17057300,PUBLIC LIBRARY STREET SIGN
17057320,"WOODEN MAIL BOX, VALUE $200.00USD"
17057346,GUARDRAIL AND WOODEN POSTS
17057372,BROKEN HIGHWAY LIGHT POLE (2 LAMPS)
17057373,"FLOWER BEDS, TREES, & ROCK ENTRY DISPLAY"
17057376,NONE
17057377,CONCRETE CURB
17057383,BARBED WIRE FENCE
17057383,WIRE FENCE BARRIER
17057393,IMPACT ATTENUATOR
17057395,YIELD SIGN
17057402,SIDE OF THE BUILIDNG WAS HIT BY VEHICLE
17057405,CABLE IN THE MEDIAN
17057406,DENT TO GUARDRAIL AT 700 N US 75
17057415,FENCE
17057417,40 FEET OF WOOD FENCE
17057426,BUS STOP SIGN
17057440,POWER LINE POLE BROKEN
17057450,DAMAGED TREE AND BLACK METAL FENCE
17057454,DAMAGED UTILITY LIGHT POLE
17057482,GUARDRAIL
17057507,CHAIN LINK FENCE
17057513,3 WOOEN POST AND 20 FEET GUARDRAIL
17057514,OVER HEAD SIGN
17057532,GUARD RAIL DAMAGE
17057534,TREE
17057550,APPROXIMATELY 120 FEET OF FENCING
17057553,SIGN POLE
17057574,DAMAGED DRIVEWAY
17057576,TREE
17057576,FENCE
17057587,CENTERPOINT TRAFFIC LIGHT CONTROL BOX
17057618,ROOTED FOUR (4) FOOT PALM
17057618,DAMAGED PLANTER
17057621,CONCRETE BARRIER WALL
17057628,"OUTSIDE JERSEY BARRIER, SCUFFS"
17057631,GUARDRAIL
17057645,YELLOW BARRICADE
17057648,2 GUARDRAILS
17057683,TREE
17057689,STRUCTURE DAMAGE  GATE HOUSE D
17057691,ATTACHED GARAGE
17057691,MAILBOX
17057691,MAILBOX/ TRASH CAN
17057696,1-COW
17057707,FENCE
17057707,SIGN
17057707,FENCE
17057709,BRICK MAILBOX
17057713,STREET LIGHT POLE
17057729,SCHOOL WARNING FLASH POLE
17057730,FENCE
17057747,10 PUSHED IN GUARD RAIL
17057748,DAMAGE TO STREET LIGHT POST
17057771,100FEET OF SUPPORT PROTECTIVE CABLES
17057774,FENCE
17057774,MAILBOX
17057774,"GAS PIPE DAMAGE, MAILBOX DAMAGE"
17057775,"TREE, STONE DECOR, AND GRASS"
17057786,STOP SIGN
17057798,DAMAGED LOOP375-WEST LIGHT POLE
17057816,GUARD RAIL
17057833,CITY OF MIDLAND DUMPSTER
17057833,GATE OF BUISNESS
17057833,TWO ELECTRIC POLES
17057835,STOP SIGN
17057835,RESIDENCE
17057842,FENCE
17057845,SINGLE HEAD LIGHT POLE
17057846,CYCLONE FENCE
17057853,GUARDRAIL
17057854,GUARD RAIL
17057868,STOP SIGN
17057870,MAIL BOX
17057871,POOL
17057871,SHED
17057871,HOUSE
17057877,******
17057883,GAS PUMP COLUMN
17057884,FENCE DAMAGE
17057884,FENCE DAMAGE
17057884,FENCE DAMAGE
17057900,FIRE HYDRANT # 825363
17057901,20 FEET OF GUARD RAIL DAMAGE
17057904,POST WITH WALK LIGHT PANEL
17057914,METAL LIGHT POLE
17057921,SIGNAL LIGHT
17057933,SOLAR POWERED SIGNL LIGHT
17057938,MAILBOX
17057940,1544 HERRING POLE #44 LIGHTLY DAMAGED
17057946,WATER BARRIERS AND GUARDRAIL
17057957,NEIGHBORHOOD WATCH SIGN
17057986,CURB
17057989,TRAFFIC LIGHT POLE
17058003,METAL MAILBOX AND POST
17058003,WOOD AND PLASTIC MAILBOX
17058006,GUARD RAIL AND SUPPORT BEAMS
17058007,TELEPHONE POLE
17058008,GUARDRAIL
17058023,SIGN KNOCKED OVER
17058023,DAMAGED WIRE FENCE
17058028,WATER PIPE
17058039,PEDESTRIAN SIGN POST
17058040,4 - METAL GUARD RAIL POSTS
17058049,UTILITY POLE
17058053,BARBED WIRE FENCE
17058054,COW
17058058,"DAMAGE TO FENCE, AND PILLAR."
17058105,CENTER MEDIAN CABLES STRUCK
17058106,STREET SIGNS
17058109,RAILROAD ARM
17058111,CEMENT/WOOD BUS BENCH
17058115,LITTLE TO NO DAMAGE ON HIGHWAY BARRICADE
17058128,SIGNAL LIGHT AT DELAWARE/DISHMAN
17058134,SIGN-APPROX $5000
17058144,2 LARGE CONCRETE POST PUSHED OUT OF GRO
17058148,AT&T CABLE BOX
17058150,POWERLINE POLE
17058150,STREET SIGN/STOP SIGN
17058150,GRANITE
17058153,BARRIER
17058169,UTILITY POLE (4953)
17058176,GROOVE IN ASPHALT
17058176,GUARDRAIL
17058177,TXDOT SIGN FOR I35 AND 2181
17058177,TREE IN THE MEDIAN
17058179,SONIC DISPLAY
17058184,EXIT SIGN
17058186,STREET/STOP SIGN
17058200,POWER LINE POLE (NO NUMBER)
17058201,PHONE BOX
17058201,ELECTRICITY POLE
17058205,CELL PHONE USE PROHIBITED SIGN
17058222,GUARDRAIL DAMAGE
17058226,INJURED CATTLE
17058235,DAMAGE TO MATHIS EXPRESS LUBE BUILDING
17058235,DAMAGE TO ROAD SIGN
17058236,HIGH FENCE TORN DOWN
17058257,DAMAGE TO FENCE
17058259,FIRE HYDRANT
17058264,TWO SECTIONS OF CHAIN LEAKED FENCE
17058285,METAL GUARD RAIL (RUBBER TIRES MARKINGS)
17058305,GUARD RAIL
17058313,PEDESTRIAN CROSSING SIGNAL
17058313,TRAFFIC SIGNAL POWER SUPPLY
17058313,FIRE HYDRANT
17058319,DAMAGE TO AWNING OVER DRIVEWAY
17058327,GAURD RAIL
17058332,DAMAGED FENCE/ESTIMATED COST $500.00
17058336,DAMAGED BRICK MAILBOX
17058337,IMPACT BARRIER
17058341,FENCE
17058347,POLE NUMBER 31929024356.
17058362,BARBED WIRE FENCE / POST'S
17058374,METAL CRASH CUSHION
17058376,GUARDRAIL
17058376,FENCE
17058393,LIGHT POLE
17058394,GUARDRAIL
17058412,CHAIN LINK FENCE OVER 50 FEET
17058424,DAMAGE TO FENCE AND GATE
17058428,SUDDENLINK CABLE BOX
17058434,SPEED LIMIT SIGN WITH RADAR
17058448,DAMAGED STREET LIGHT POLE
17058453,UTILITY POLE
17058475,DAMAGE TO FRONT OF DWELLING
17058481,CABLE BARRIER
17058493,BICYCLE
17058507,2 TXDOT SIGNS
17058508,MAILBOX STRUCK
17058583,BARBWIRE FENCING AND POLES
17058584,FIRE HYDRANT DAMAGED
17058587,CABLE BARRIER
17058588,BARRIER
17058593,PLASTIC DIVIDER POLES FOR KATY HOV LANE
17058642,SHRUBS/LANDSCAPE/SPRINKLER
17058645,MAIL BOX AND POST
17058679,METAL FENCING
17058689,MINIMUM OF 50 YARDS OF METAL GUARD RAIL
17058689,MINIMUM OF 15 WOODEN POST FOR GUARD RAIL
17058689,5 METAL POST FOR CABLE BARRIER IN MEDIAN
17058693,IRON BAR GATE
17058699,GUARD RAIL
17058701,CHAIN FENCE (X2)
17058701,POWER POLE
17058706,LIGHT POLE
17058738,FIRE HYDRANT
17058750,METAL/BRICK FENCE
17058755,METAL POLE
17058759,ELECTRICAL POLE
17058764,40' OF METAL FENCING
17058772,APPROX 40FT OF GUARDRAIL
17058791,FENCE
17058792,SLOWER TRAFFIC KEEP RIGHT ROAD SIGN
17058800,TREE
17058806,30' OF DAMAGE TO METAL FENCING
17058808,FENCE
17058808,TXDOT SIGN
17058815,GUARDRAIL
17058817,LIGHT POLE AND SUPPORT
17058821,UTILITY POLE
17058838,PORTA POTTY
17058839,"BLACK COW WITH YELLOW TAG #11, 74GVH9064"
17058865,LANDSCAPING
17058868,METAL FENCE
17058869,BRICK MAILBOX
17058873,ROADWAY SURFACE GOUGED
17058885,WALL OF RESIDENCE
17058895,DAMAGED NEIGHBORHOOD GATE
17058900,ATTENUATOR
17058919,SANDY OAKS APARTMENTS BUILDING APT #115
17058926,CABLE BARRIER IN MEDIAN
17058935,FENCE
17058935,GUARDRAIL
17058936,CHAIN LINK FENCE AND GATE
17058943,METAL GUARD RAIL
17058947,FENCE
17058955,CONCRETE BARRIER
17058957,STORAGE UNIT H101
17058959,POLE REFLECTOR
17058967,BARRIER SCUFFS AND SCRAPES
17058970,FENCE
17058974,ROADWAY SIGNS
17058988,SPEED LIMIT SIGN
17058989,MAILBOX
17058989,MAILBOX
17058989,MAILBOX
17058994,ROAD SIGN
17058994,40FT GUARDRAIL
17058996,CONCRETE/METAL POLE
17059004,TREE
17059013,SEVERAL SHOPPING CARTS
17059017,BRICK MAILBOX DESTROYED
17059017,FIRE HYDRANT BROKEN/SIDEWALK DAMAGE
17059023,GUARD RAIL
17059027,DELINEATOR
17059031,YIELD SIGN AT ROUNDABOUT
17059034,CURB
17059034,POWER LINE POLE
17059036,GUARD RAIL
17059050,METAL/WOOD OUTER GUARDRAIL
17059058,SHATTERED FRONT PLATE GLASS AND DOOR
17059065,SIDEWALK POST/STAIR RAILING
17059065,BRICKS ON STAIRWELL
17059067,GUARD RAIL
17059095,FLASHING LIGHT/WARNING SIGNAL
17059109,WOODEN FENCE
17059110,SPEED LIMIT SIGN
17059118,AT&T SPLIICE BOX PID316011576
17059118,STOP SIGN
17059123,FENCE
17059123,MAIL BOX
17059127,POLE #3961019-3551179
17059132,GUARD RAIL
17059138,WIRED FENCE
17059143,BARBED WIRE FENCE
17059166,PIPE FENCING
17059171,FENCE
17059180,ROAD SIGN
17059181,SIGN
17059181,FIRE HYDRANT
17059184,UTILITY POLE W/ SOLAR PANEL
17059184,GUARD RAIL DAMAGE
17059207,HWY SIGN SUPPORT POST
17059221,CONCRETE CURB
17059221,NO LEFT TURN SIGN & POLE
17059222,DAMAGED ASPHALT
17059226,BRICK RETAINING WALL.
17059231,BARB WIRE FENCE
17059269,28 CABLE BARRIER POSTS
17059272,CITY LIGHT POLE
17059290,LANDSCAPING DAMAGE
17059294,APPROXIMATELY 45 FT. OF PROPERTY FENCE
17059298,(2) FENCE POST AND BARBED WIRE
17059302,BARB WIRE FENCE
17059310,CORNER OF BUILDING
17059315,LARGE SIGN AND POLE
17059322,POLE
17059332,"AT&T UTILITY POLE, AT&T TICKET# PX7PCA46"
17059351,FENCE PUSHED OVER
17059353,1 SMALL YELLOW AND BLACK CAUTION SIGN
17059365,CABLE BARRIER SYSTEM
17059377,SCUFFS AND SCAPES TO THE WALL
17059379,BARRIER SCUFFS AND SCRAPES
17059381,CONCRETE BARRIER
17059394,NO PARKING SIGN
17059396,GUARDRAIL
17059423,GUARDRAIL
17059425,20 FEET OF GUARDRAIL DAMAGE
17059441,BARBED WIRE FENCE
17059441,LARGE OAK TREE
17059441,VINYL FENCE
17059442,POLE
17059456,100 FEET OF CENTER CABLE MEDIAN DIVIDER
17059469,MAILBOX
17059469,ROADWAY SIGNS
17059470,DIVIDING CABLE BARRIER
17059474,DIVIDING CABLE BARRIER
17059492,MERGE LEFT SIGN
17059507,CONCRETE BARRIER
17059510,COW
17059519,STREET LIGHT POLE
17059530,ROAD SIGN
17059531,MAILBOX
17059531,MAILBOX
17059531,MAIL BOX
17059531,SORGHUM FIELD
17059531,MAILBOX
17059535,MAILBOX
17059544,MAILBOX
17059562,COW
17059570,U-TURN SIGN
17059570,CHAIN LINK FENCE
17059574,DAMAGED GUARDRAIL
17059577,(8) METAL CABLE POSTS
17059580,(2) METAL CABLE POSTS
17059588,CONCRETE BARRIER
17059590,TRAILER
17059594,5FT PUSHED IN METAL
17059595,BARBED WIRE FENCE
17059598,FIVE POLES FOR CABLE BARRIER
17059608,5FT PAINT TRANSFER
17059626,ROCK WALL AND 20' OF CHAIN LINK FENCE
17059630,GUARD RAIL
17059632,"APPROX 50 FT, FENCE LINE/POLES LEVELED"
17059637,FIRE HYDRANT
17059637,BUS STOP SIGN
17059646,RETAINING WALL
17059657,COSL DECORATIVE STREET SIGN
17059658,TREE
17059666,FENCE
17059673,SIGNAL LIGHT CONTROL BOX
17059675,STREET SIGNS X2
17059689,FENCE
17059689,SIGN POLE
17059690,CATTLE/HORSE FENCING DAMAGED
17059703,CENTER POINT WOODEN POLE BROKEN IN HALF
17059704,FRONT OF CHEVRON/SUBWAY WALL.
17059717,"JERSEY BARRIER-SCUFFS, CRACK"
17059717,CRASH BARREL
17059733,DAMAGE TO A TREE ON PIONEER PKWY
17059742,SPEED LIMIT SIGN
17059744,ROADWAY DIVIDER
17059747,SIGNAL LIGHT
17059748,ATTENUATOR
17059749,WATER METER DAMAGE
17059749,BARBED WIRE FENCE
17059752,BROKEN GUARD RAIL
17059762,NBU POLE #29695
17059775,DAMAGE TO TRAFFIC CONTROL DEVICE
