Crash_ID,Damaged_Property
17241106,BUILDING AT 1136 E BROADWAY AVE
17241119,STOP SIGN
17241145,2 UTILITY LIGHT POLES
17241152,TRAFFIC LIGHT POLE
17241159,ONCOR UTILITY POLE
17241175,BROKEN FENCE POST
17241176,FENCE
17241184,UTILITY POLE A2158626
17241184,SCH FLASHING LIGHT
17241190,MAIN SIGN POLE
17241196,PARKED TRAILER
17241205,GUARD RAIL
17241214,LIGHT POLE
17241252,UTILITY POLE - T4357217
17241253,CABLE MEDIAN
17241264,CONCRETE BARRIER DRAINAGE DITCH WALL.
17241265,DESTROYED BRICK MAILBOX
17241265,BROKEN STREET SIGN
17241332,ROCK WALL
17241350,BROKEN WOODEN POSTED MAILBOX
17241350,UTILITY POLE SPLIT IN HALF AND DAMAGED
17241369,STREET LIGHT POLE
17241390,LEGACY REALTY SIGN
17241427,BASE TO PEDESTRIAN WALK LIGHT
17241437,ELECTRICAL POLE
17241445,LEFT LANE FOR PASSING ONLY SIGN
17241466,FIRE HYDRANT
17241511,STREET SIGN
17241518,CABLE
17241518,TREE
17241534,DAMAGE TO CONCRETE WALL IN DRIVE THRU
17241539,CONCRETE BARRIER
17241539,CRASH BARRELS
17241550,30 FEET OF GUARDRAIL
17241555,PLASTIC BARRIER
17241643,DAMAGE TO WIRE FENCE
17241665,40' 5 STRAND BARBED WIRE FENCE/4 T-POSTS
17241672,BRICK MAILBOX
17241702,333 E 9TH ST ELSA TX 78543
17241768,KNOCKED DOWN NO PARKING SIGN
17241800,LANDSCAPING
17241804,GAURD RAIL
17241821,TXDOT CABLE BARRIER
17241848,4 - MULTI MAIL BOXES FOR A NEIGHBORHOOD
17241850,"TRAFFIC SIGN, WOOD POLES"
17241864,POWER BOX
17241864,COMMUNICATIONS POLE
17241864,LANDSCAPING
17241870,MAILBOX
17241870,MAILBOX
17241900,POLE / METAL BUILDING
17241900,ATT POLE / GUIDE CABLE
17241901,DAMAGED PROPERTY FENCE
17241905,BRICK BUILDING
17241941,CURB OF PARKING LOT
17241985,TREE
17241987,FENCE DAMAGE
17241992,BRICK WALL DAMAGED
17242003,TURN SIGNAL
17242015,GUARDRAIL DAMAGE.
17242020,WALL SMASHED IN TO HOUSE AT 3528 TRAVIS
17242041,FENCE
17242050,CABLE BARRIER
17242106,RED BRICK MAIL BOX
17242111,STOP SIGN
17242112,GATE AND MAIL BOX
17242130,MINIMAL DENT #377900
17242146,LIGHT POLE (A1527)
17242148,TRAFFIC SIGN
17242167,TREE
17242179,BRICK MAIL BOX
17242211,ATTENUATOR
17242252,CONCRETE BARRIER
17242264,"TX DOT ""LAKE CORPUS CHRISTI"" SIGN"
17242288,SCRATCHES TO BARRIER WALL
17242307,GUARD RAIL/CABLES
17242327,BARBED WIRE FENCE
17242330,PULLED DOWN 2 ELECTRICITY UTILITY POLES.
17242364,30 FEET OF GUARDRAIL DAMAGE
17242365,LIGHT POLE DAMAGED
17242376,60' ABSORD 350 CRASH CUSION
17242427,CROSS WALK LIGHT WITH METAL POLE
17242474,AT&T PHONE POLE #1204
17242479,TREE
17242484,MAIL BOX
17242484,STREET SIGN
17242524,FRONT PERIMETER FENCE
17242528,BIKE LANE SIGN
17242534,"MOVIE THEATRE WALL(EST. $30,000)"
17242535,UH PARKING LOT IDENTIFICATION SIGN
17242543,CONCRETE CURB
17242545,TRANSFORMER
17242551,RED STOP SIGN
17242561,FENCE
17242585,H BRACE AND PANEL FENCING
17242592,UTILITY POLE
17242598,GAS METER
17242602,SOUTHEAST CORNER OF BUILDING
17242609,CONCRETE RETAINING WALL
17242615,CEMENT GUARD RAIL
17242623,CONCRETE WALL/RAILING
17242632,BARBED WIRE FENCE
17242646,STOP SIGN
17242648,CONCRETE RAILROAD BRIDGE PILLAR
17242660,DITCH
17242669,GUARDRAIL
17242689,GUARD RAIL
17242705,LIGHT POLE
17242707,METAL FENCING
17242719,DAMAGE TO FENCING
17242720,10 FEET OF GUARDRAIL DAMAGED
17242720,LIGHT POLE BROKEN OFF AT BASE
17242724,GUARD RAIL
17242727,SOUTH GUARD RAIL OF IH 35 SB MAINLANE
17242745,SIGN
17242751,GUARD RAIL
17242766,"TWO YAR MARKS, 1. 14 FT, 2 91FT"
17242780,CRASH BARRIER
17242850,DECORATIVE WOOD POST
17242891,SIGNAL LIGHT POLE
17242923,COWS
17242934,DECORATIVE STONE NEIGHBORHOOD SIGN
17242960,DAMAGED STREET SIGN
17242960,DAMAGED HOUSE PORCH
17242979,FIRE HYDRANT
17242990,STORAGE SHED
17243032,BARBED WIRE FENCE & POST
17243032,MAILBOX & PEDESTAL
17243044,2 CEDAR POSTS AND 5 STRAIN BARBWIRE FENC
17243053,METAL RAILING 10'
17243060,STREET LIGHT POLE
17243062,SIGNAGE IN PARKING LOT
17243067,CENTER CABLE BARRIERS
17243075,ROADWAY SIGN
17243076,LIGHT POLE
17243080,CABLE BARRIER
17243093,CHAIN LINK FENCE AND MAILBOX
17243107,DAMAGE TO WIRE FENCE
17243123,LARGE MAIL BOXES
17243133,CONCRETE BRIDGE BRACE
17243134,LIGHT POLE
17243141,FIRE HYDRANT
17243151,HOUSE
17243160,ORANGE TRAFFIC BARRELS
17243209,STREET SIGN
17243209,FIRE HYDRANT
17243210,FUEL PUMP HOUSING
17243221,COUNTY BRIDGE
17243233,FENCE
17243274,DAMAGED GUARDRAIL
17243278,STONE PILLAR WITH STONE WALL
17243278,UTILITY POLE
17243324,DAMAGE ON THE METAL FENCE
17243340,FIRE HYDRANT
17243357,DAMAGED STOP SIGN/DIVIDED MEDIAN SIGN.
17243379,WOODEN POWER POLE
17243387,COUNTY BRIDGE
17243388,CRUSHED GUARDRAIL
17243395,FENCE
17243397,GARAGE DOOR
17243402,DITCH (NO DAMAGE)
17243405,FENCE IN BACKYARD FACING ALLEY
17243424,LEFT & RIGHT BARRIER WALL
17243431,CEDAR TREES
17243506,BENT A POLE FENCE
17243580,STATE SIGN
17243595,BASKETBALL GOAL AND MAILBOX
17243623,WALL AND KITCHEN
17243624,BUILDING WINDOW AND WOOD FRAME DESTROYED
17243650,CEMENT ISLAND
17243659,SCRATCHES ON CENTER MEDIAN
17243684,BRICK MAILBOX
17243698,CEMENT BLOCKS FOR PRIVATE ENTRANCE
17243698,LARGE ELECTRICAL POLE
17243727,MAIL BOX
17243752,THREE SAFETY CABLE  SUPPORTS
17243768,STOP SIGN
17243779,ELECTRIC WOODEN POLE
17243795,STOP SIGN
17243815,FENCE 832 287 7313
17243817,GUARD RAIL
17243818,BRICKED MAILBOX
17243821,FREESTANDING MAILBOX
17243855,20 FT SECTION CHAIN LINK FENCING
17243863,CONCRETE CULVERT
17243883,FIRE HYDRANT
17243948,"AEP POWER POLE, LITTLE TO NO DAMAGE."
17243967,PROPERTY FENCE
17243986,1316 LAFAYETTE AVENUE GARAGE
17244000,400$ WORTH OF BICYCLES ON REAR OF UNIT 2
17244034,LIGHT POLE WAS STRUCK
17244055,DAMAGED TREE AND FENCE LINE
17244055,STREET AND STOP SIGN
17244071,BARBED WIRE FENCE
17244095,CHAIN LINK FENCE AND STEEL POLE
17244119,DAMAGED FENCE LINE
17244124,SMALL BUSHES & ONE SPRINKLER HEAD
17244129,CONCRETE BARRIER
17244177,BRANGUS CATTLE - 6 MONTHS OLD
17244211,ROCK WALL
17244234,GUARD RAIL DAMAGE 20 FT
17244275,LIGHT POLE
17244275,EXIT SIGN 342B
17244310,LIGHT POLE ON WEST SIDE OF ST
17244359,DO NOT ENTER SIGN
17244389,TREES
17244393,CRASH CUSHION/CONCRETE MEDIAN
17244416,DAMAGED PRIVATE SIGN
17244419,CHAIN LINK FENCE
17244476,POLE
17244495,GUARDRAIL
17244512,CHAIN LINK FENCE
17244535,POWER POLE #345937
17244547,RAN OVER TEMPORARY FENCING
17244549,LARGE TREE
17244549,LEFT LANES ENDS
17244556,METAL PIPE FENCE AROUND BUSINESS
17244596,PLASTIC BARRIER
17244601,FENCE
17244622,PAINT SPILLED IN THE PARKING LOT.
17244628,BROKEN COUTER-WEIGHTS FOR RAIL ROAD ARM
17244636,DAMAGE TO HIGHWAY
17244644,INSIDE JERSEY BARRIER
17244649,NEIGHBORHOOD SIGN
17244681,GUARD RAIL DAMAGE
17244700,WOODEN LIGHT POLE
17244721,CONCRETE BARRIER
17244735,DAMAGED TREE
17244737,ONLY LEFT TURN SIGN
17244747,STREET LIGHT POLE KNOCKED DOWN
17244800,TRAFFIC SIGN
17244801,"FENCE, PHONE NUMBER#713-946-5043"
17244815,TRAILER
17244818,DAMAGE TO STOP/STREET SIGN
17244818,DAMAGE TO BACKSTOP POLE
17244826,STATE HIGHWAY SIGNS
17244826,ANTIQUE CITY LAMP
17244832,WOOD FENCING
17244841,SIGN
17244848,EXTRUDER AT EXIT 13B
17244861,METAL CABLE ROAD BARRIER
17244865,STOP SIGN
17244867,BLACK RAIL FENCING
17244875,BENT FENCE RODS AND BARB WIRE
17244897,LIGHT POLE #203865
17244899,CONCRETE DAMAGE TO ROUNDABOUT
17244909,MAIL BOX POST
17244935,GAURD RAIL
17244944,GUARDRAIL
17244960,WOODEN ELECTRICAL POLE
17244963,CABLE GUARD RAIL
17244971,DOWNED SIGN
17244981,BRICK WALL
17245003,"COW - NO BRANDS, NO TAGS"
17245011,CABLE BARRIER
17245017,BUSHES/TREES/GRASS
17245173,ELECTRIC/BARB WIRE FENCE APROX 25 YD
17245184,STONE MAILBOX
17245219,UTILITY POLE
17245223,"STOP SIGN, SE CORNER WHALEY/FOURTH"
17245235,BARBED WIRE FENCE
17245250,CHAIN LINKED FENCE
17245250,SIDEWALK RAILING
17245256,MAILBOX
17245258,UNIT 2 DRIVER'S SIDE MIRROR - MARKINGS
17245282,ELECTRICITY POLE
17245310,BRICK MAILBOX
17245315,TWO CONCRETE PARKING LOT BARRIER POLES
17245315,TWO METAL PARKING BARRIER LOT POLE
17245316,50 FT OF GUARD RAIL
17245320,ONE WAY SIGN
17245393,UTILITY POLE
17245408,METAL LIGHT POLE
17245413,NORTH WALL OF APARTMENT BUILDING
17245463,ROAD BARRICADE
17245464,UTILITY POLE
17245464,FENCE
17245495,"UTILITY POLE, FULLY BROKEN"
17245532,STONES INFRONT OF STORE IN GRASS AREA
17245543,SB TRAFFIC LIGHTS BROKEN OFF
17245560,GUARDRAIL
17245599,DIRECTION  SIGN (HENDERSON)
17245624,100FT BARBWIRE FENCE
17245624,SIGN
17245626,GUARD RAIL
17245635,CABLE BARRIER
17245646,PICKET FENCE
17245649,SONIC ORDER SIGN
17245652,CABLE GUARD SYSTEM
17245653,"TWO ROUND METAL POLES,STEEL FENCE SM."
17245653,COUNTY STOP SIGN LOCATED EAST OF JFK
17245656,FIVE FEET OF GUARD RAIL
17245677,LEFT TURN ONLY HIGHWAY SIGN
17245737,2 -POWER POLES
17245741,WOOD LIGHT POLE
17245741,HOUSE WOODED FENCE
17245751,MAIL BOX AND POST
17245751,MAIL BOX AND POST
17245756,CONCRETE BARRIER
17245763,TRAFFIC LIGHT POLE
17245774,CABLE BARRIER SYSTEM
17245790,METAL POLES SCRATCHED
17245837,JERSEY BARRIER WALL
17245840,COUNTY LIGHT POLE
17245856,SPRINKLER SYSTEM
17245878,MAIL BOX AND POST
17245878,MAIL BOX AND POST
17245880,STREET SIGN
17245899,AEP LIGHT POLE
17245923,PROPERTY FENCE
17245923,STOP SIGN
17245932,11 CABLE BARRIER SYSTEM LINE POSTS
17245936,BARB WIRE FENCING
17245937,2 BLACK CALVES
17245942,FENCE
17245944,FIRE HYDRANT DAMAGED BUT NOT OPEN
17245994,LIGHT POLE
17245996,STAIRWAY
17246013,SMALL TOWN SIGN
17246021,STREET(PART OF CONCRETE MISSING/SCRATCH)
17246021,DAMAGE TO HOUSE (PULLED CABLES)
17246021,"POWER LINE POLE (11H5WT, #125,486661)"
17246028,FENCE AND BUILDING
17246036,UTILITY POLE
17246039,COW
17246069,CONCRETE FENCE
17246102,DRIVEWAY
17246105,FRONT RIGHT CORNER OF ROOF & FENCE GATE
17246141,BARB-WIRE FENCE
17246142,RAIL GUARD
17246180,POWER POLE (AEP)
17246180,L TURN AHEAD SIGN (COSA)
17246237,BARBED WIRE FENCE
17246248,APARTMENT COMPLEX BRICK WALL
17246259,MOBILE HOME
17246292,BRIDGE CLEARANCE SIGN
17246292,INTERSTATE SAFETY CABLES
17246295,RAILROAD CROSSING ARM APPROX $700 DAMAGE
17246312,GUARDRAIL
17246317,2 LARGE DECORATIVE LAWN BOULDERS.
17246341,GUARD RAIL
17246354,DAMAGED FUEL PUMP
17246401,CRASHED HANDICAP PARKING SIGN
17246408,LANDSCAPING
17246418,GUARDRAIL DAMAGE
17246426,DAMAGE TO GUARDRAIL
17246444,TWO SIGNS MOUNTED NEXT TO THE ROADWAY
17246450,STONE AND METAL BAR FENCE DAMAGED
17246459,LIGHT POLE KNOCKED DOWN
17246474,MINOR SCRATCHED TO A TELEPHONE POLE
17246511,STOP SIGN
17246523,SIDEWALK GUARD RAIL
17246526,METAL POLE
17246534,CONCRETE CULVERT
17246539,TELEPHONE POLE
17246547,FIRE HYDRANT
17246581,IRON FENCE LINE
17246596,GATE DAMAGE
17246603,FRONT GRASS YARD
17246609,NORTH CURB OF ZAVALA RD
17246633,CONCRETE BARRIER
17246649,TREES
17246654,FRONT LANDSCAPING
17246665,POWERE LINE POLE
17246679,CEDAR POST FENCE
17246688,WIRED FENCE
17246689,BRICK MULTI-MAILBOX STRUCTURE
17246689,BRICK MULTI-MAILBOX STRUCTURE
17246709,TELEPHONE POLE (PEC POLE #217045)
17246730,TREE
17246730,NO PARKING SIGN
17246730,WOODEN POLES
17246744,MAILBOX
17246785,FIRE DEPARTMENT
17246785,DART BUS SIGN
17246785,TRAFFIC LIGHT
17246795,STONE FENCE DAMAGE
17246820,EXIT SIGN KNOCKED DOWN
17246843,DAMAGED STREET SIGN
17246850,PUBLIC STREET SIGN AND POLE
17246887,APPROXIMATELY 70 FEET OF CABLE BARRIER
17246893,OVERPASS BRIDGE BEAM
17246905,"ONE ""T"" POST DAMAGED"
17246912,AEP UTILITY POLE
17246923,DAMAGED LIGHT POLE
17246947,MAILBOX $200
17246990,DOG
17246996,CANTANARY POLE
17246997,STOP SIGN/STREET SIGNS RAN OVER
17247000,RAILROAD TRESTLE
17247001,(1) BRICK MAIL BOX- $1000
17247001,LANDSCAPING- $500
17247002,CONCRETE BARRIER
17247027,CONCRETE PILLAR
17247034,FRONT WALL OF HOUSE AT 2419 CLEVELAND
17247043,ELECTRICAL GLASS SIGN
17247065,CENTERPOINT POLE
17247070,FIRE HYDRANT
17247073,FENCE POSTS
17247081,BROKEN POWER LINE
17247086,20 FEET OF GUARDRAIL
17247089,FENCE
17247089,GAS METER
17247098,TREE
17247114,CHAINLINK FENCE
17247126,CULVERT
17247173,20' BLACK STANDING ADVERTISING POLE
17247209,STOP SIGN
17247209,LIGHT POLE
17247244,TXDOT LAMP POLE
17247250,BARBED WIRE FENCE
17247272,CHAIN LINK FENCE
17247292,TRAFFIC BARRELS
17247319,20 MPH SPEED LIMIT SIGN
17247332,RESIDENTIAL BRICK MAILBOX
17247337,BUILDING DAMAGE TO THE NORTH EAST CORNER
17247339,1 RED REGISTERED COW
17247340,BROKEN GLASS WINDOW AND METAL DOOR FRAME
17247341,MAIL BOX
17247341,SMALL PATCH OF GRASS
17247345,UTILITY POLE
17247347,FENCE
17247351,"1 SIGN AND POST, 23 CABLE BARRIER POSTS"
17247383,STREET SIGN
17247383,METAL FENCE POST
17247386,801-805 MAILBOXES DAMAGED OR KNOCKED OFF
17247392,STOP SIGN
17247413,TREE (BARK/TREE STILL STANDING)
17247420,GUARD RAIL
17247432,BLACK COW WITH NO BRAND OR EAR TAG
17247435,FENCE
17247438,CAR WASH WALL DAMAGED
17247439,SCUFFED THE CONCRETE CULVERT
17247450,FENCE
17247453,SIGN AND POST
17247483,SIDING AND ELECTRICAL WIRING
17247490,GUARDRAIL
17247493,CENTER MEDIAN (PLANTER)
17247496,GUARDRAIL
17247497,FENCE
17247498,MAIL BOX AND DRIVEWAY BRICKS
17247498,LARGE DOG
17247517,POWER POLE AND POWER LINE
17247533,3' X 5' SECTION OF ROCK WALL
17247544,CABLE BARRIER DAMAGE IN MEDIAN
17247559,APPROX 50' OF GUARDRAIL AND POSTS
17247559,APPROX 75' OF WIRE NET FENCE AND T-POSTS
17247568,FENCE
17247579,COW
17247585,STEEL POWER POLE
17247611,DEL RIO INTERNATIONAL AIRPORT FENCE
17247614,DAMAGED CONCRETE BARRIER WALL
17247635,5703 PINEWILDE DR
17247657,CROSS WALK POLE
17247672,BUILDING
17247680,DAMAGED TREE
17247690,GUARDRAIL
17247695,INFINITI Q50S VIN#JN1FV7APXKN780023
17247695,AUDI Q8 VIN#WA1FVAF12KD044749
17247707,HOV PYLON DIVIDERS
17247711,BARBED WIRE FENCE
17247713,GUARDRAIL
17247717,CONCRETE CURB
17247741,LIGHT POLE
17247752,25 FEET OF GUARD RAIL
17247777,YELLOW/BLACK REFLECTIVE DIRECTIONAL SIGN
17247787,GUARD RAIL
17247792,CHAIN LINK FENCE
17247802,LAWN MOWER - UNKNOWN MAKE/MODEL
17247808,GUARD RAIL DAMAGE
17247811,DAMAGED WOODEN FENCE
17247816,DAMAGED/PUSHED CONCRETE MEDIA
17247842,DOWNED LIGHT POLE
17247865,CHAIN LINK FENCE AND GATE
17247870,BRICK MAILBOX
17247884,PALM TEE
17247884,MESQUITE TREE
17247895,DAMAGE TO WIRE FENCE
17247898,DELINEATOR (ROAD MARKER)
17247901,METAL POLE WITH BLUE PLASTIC BASE
17247902,BARB WIRE FENCE
17247906,GARAGE DOOR
17247913,CENTER MEDIAN CABLE BARRIER
17247920,BARB WIRE FENCING
17247934,INSIDE / OUTSIDE JERSEY BARRIE
17247936,TXDOT DISTANCE SIGN
17247940,INSIDE EXIT RAMP JERSEY BARRIE
17247945,GUARDRAIL
17247949,LIGHTED TRAFFIC ARROW SIGN
17247964,ROAD SIGN
17247992,CENTER CABLE BARRIER
17247998,LIGHT POLE
17248001,TXDOT SIGNAL HOUSING
17248021,GUARDRAIL
17248051,FIXED STRUCTURE - BROKEN POST
17248061,TREE
17248064,CHURCH BUILDING
17248076,FENCE / FENCE POSTS
17248077,CROSS WALK POLE
17248161,BRICK MAIL BOX
17248164,1 DENTED SIGNAL LIGHT POLE
17248188,10 FEET OF GAURDRAIL AND 1 WOODEN POST
17248242,HIGH FENCE DAMAGE
17248254,STOP SIGN CEMENT POLE
17248303,CENTER CABLE BERRIER 11 CABLE SUPPORTS
17248304,CURB AND RAILING
17248305,DISLODGED AND DAMAGED DIRECTIONAL SIGN
17248365,MAIL BOX
17248377,DAMAGE TO CONCRETE BARRIER AND LIGHTING
17248398,ROAD SIGN
17248408,WATER FILLED BARRICADES
17248408,CONCRETE BARRIER
17248416,CROSSWALK SIGNAL POLE
17248451,LIGHT POLE
17248459,ONE BROWN AND WHITE COW
17248460,RESIDENTIAL TREE
17248504,HIGHWAY EXIT SIGN LEG POST
17248517,CHAIN LINK FENCE
17248519,CHAIN LINK FENCE
17248519,"""DEAD END"" SIGN"
17248523,TELEPHONE POLE
17248549,FENCE
17248552,MEDIAN ON IH10 AND 90 ENTRANCE RAMP.
17248560,BROKEN MULTIPLE YELLOW BARRIERS
17248576,CURB OF CENTER MEDIAN
17248581,METAL POSTS
17248585,SMALL HOUSE AND FENCE/BACK OF PROPERTY
17248585,WOODEN BACK FENCE
17248587,STOP LIGHT POLE
17248599,CONCRETE BARRIER
17248617,CONCRETE ENTRANCE SIGN (THE WOOD)
17248622,LIGHT POLE
17248629,GUARD RAIL
17248646,GUARDRAIL
17248648,CONSTRUCTION SIGN
17248649,DECORTIVE METAL LIGHT POLE
17248654,CEMENT MIXERE
17248667,SHOPPING CART RACK
17248673,METAL CABLE BARRIER
17248687,CONCRETE BARRIER
17248696,1 DOWNED LIGHT POLE
17248703,TRAFFIC SIGN
17248706,RAILROAD BRIDGE
17248712,SILVER FIRE HYDRANT BROKEN
17248715,LIGHT POLE KNOCKED DOWN
17248716,WOOD FENCE
17248716,TELEPHONE POLE
17248716,BRICK ENTRY WALL
17248742,VACANT BUILDING/WESTSIDE
17248743,TREE IN FRONT YARD OF 1509 GLEN GARDEN
17248747,GUARD RAIL
17248762,TOP ROOF OF DRIVE THRU WINDOW
17248765,STRUCTURAL DAMAGE TO RESIDENCE
